id,subject,base_verb,object,landmark_verb,score,hilo
12,study,provide,information,supply,7,HIGH
12,company,provide,service,supply,7,HIGH
12,court,try,case,judge,7,HIGH
12,claimant,draw,benefit,depict,1,LOW
12,company,provide,service,leave,1,LOW
12,court,try,offence,test,7,LOW
12,demonstrator,try,building,judge,1,LOW
12,court,try,case,test,7,LOW
12,court,try,offence,judge,7,HIGH
12,demonstrator,try,building,test,1,HIGH
12,employee,buy,property,bribe,1,LOW
12,writer,write,book,spell,3,LOW
13,table,draw,eye,depict,1,LOW
13,table,draw,eye,attract,7,HIGH
13,system,meet,criterion,visit,1,HIGH
13,system,meet,criterion,satisfy,7,HIGH
13,system,meet,requirement,visit,1,LOW
13,system,meet,requirement,satisfy,7,HIGH
13,system,provide,facility,supply,7,HIGH
13,system,provide,facility,leave,1,LOW
13,system,run,application,operate,7,HIGH
13,system,run,application,move,1,LOW
13,woman,draw,hair,depict,7,LOW
13,woman,draw,hair,attract,1,LOW
13,magazine,accept,liability,bear,7,HIGH
13,machine,run,program,operate,7,HIGH
13,machine,run,program,move,2,LOW
13,lawyer,accept,conviction,receive,6,LOW
13,lawyer,accept,conviction,bear,6,LOW
13,justice,try,king,test,6,HIGH
13,justice,try,king,judge,7,LOW
13,judge,try,action,test,7,HIGH
13,male,draw,female,attract,6,HIGH
13,magazine,accept,liability,receive,6,LOW
13,teacher,write,book,spell,3,LOW
13,user,run,application,operate,7,HIGH
13,scholar,write,book,publish,6,HIGH
13,people,try,program,test,7,HIGH
13,people,try,sniffing,judge,1,LOW
13,runway,run,parallel,operate,6,LOW
13,people,say,success,state,7,HIGH
13,people,try,door,judge,1,LOW
13,people,try,door,test,7,HIGH
13,people,try,program,judge,6,LOW
13,people,run,round,operate,7,LOW
13,people,say,prayer,allege,1,LOW
13,people,say,prayer,state,7,LOW
13,people,say,success,allege,4,HIGH
13,government,accept,recommendation,receive,5,HIGH
13,government,provide,cash,leave,6,LOW
13,government,provide,cash,supply,7,HIGH
13,investor,buy,share,bribe,1,LOW
13,firm,buy,politician,purchase,7,LOW
13,government,accept,proposal,bear,4,LOW
13,government,accept,proposal,receive,4,HIGH
13,government,accept,recommendation,bear,3,LOW
13,road,run,parallel,move,1,LOW
13,writer,write,book,publish,6,HIGH
13,investor,buy,share,purchase,7,HIGH
13,judge,try,action,judge,6,HIGH
13,river,meet,sea,visit,2,LOW
13,runway,run,parallel,move,1,LOW
13,school,provide,education,leave,1,LOW
13,road,run,parallel,operate,6,LOW
13,tribunal,try,crime,judge,6,HIGH
13,priest,say,prayer,allege,1,LOW
13,priest,say,mass,state,7,LOW
13,priest,say,mass,allege,1,LOW
13,poll,show,support,picture,6,LOW
13,poll,show,support,express,7,HIGH
13,politician,buy,election,purchase,7,LOW
13,politician,buy,election,bribe,7,HIGH
13,people,write,letter,spell,6,HIGH
13,people,write,letter,publish,6,HIGH
13,people,try,sniffing,test,7,LOW
13,member,accept,share,bear,6,LOW
13,map,show,location,picture,7,HIGH
13,weapon,buy,chance,purchase,7,LOW
13,user,accept,responsibility,receive,6,LOW
13,user,write,word,spell,7,HIGH
13,user,write,word,publish,6,LOW
13,user,write,software,spell,1,LOW
13,user,write,software,publish,6,HIGH
13,man,write,song,publish,6,LOW
13,man,try,experiment,test,7,HIGH
13,management,accept,responsibility,bear,7,HIGH
13,man,write,song,spell,6,LOW
13,map,show,area,express,7,LOW
13,management,accept,responsibility,receive,6,LOW
13,map,show,location,express,7,LOW
13,map,show,area,picture,7,HIGH
13,claimant,draw,benefit,attract,1,HIGH
13,cinema,show,film,picture,4,HIGH
13,teacher,write,book,publish,5,LOW
13,child,show,sign,express,5,LOW
13,child,show,interest,picture,1,LOW
13,child,show,interest,express,7,HIGH
13,child,meet,house,visit,4,HIGH
13,cinema,show,film,express,5,LOW
13,child,write,word,spell,6,HIGH
13,child,write,word,publish,6,LOW
13,child,show,sign,picture,2,HIGH
13,people,buy,product,bribe,1,LOW
13,people,buy,house,purchase,7,HIGH
13,people,buy,house,bribe,1,LOW
13,patient,draw,figure,depict,5,HIGH
13,people,run,company,move,1,LOW
13,people,buy,security,purchase,7,LOW
13,people,buy,security,bribe,4,HIGH
13,people,buy,product,purchase,7,HIGH
13,people,run,round,move,1,HIGH
13,people,run,company,operate,7,HIGH
13,representative,meet,official,visit,7,HIGH
13,river,meet,sea,satisfy,1,LOW
13,tribunal,try,crime,test,1,LOW
13,producer,say,favour,state,7,LOW
13,proposal,draw,criticism,attract,7,HIGH
13,priest,say,prayer,state,7,LOW
13,producer,say,favour,allege,4,HIGH
13,report,draw,attention,depict,1,LOW
13,representative,meet,official,satisfy,1,LOW
13,proposal,draw,criticism,depict,1,LOW
13,report,draw,attention,attract,7,HIGH
13,man,say,success,state,7,HIGH
13,man,try,experiment,judge,7,LOW
13,man,say,sentence,state,7,HIGH
13,man,say,success,allege,6,HIGH
13,man,provide,money,supply,7,HIGH
13,man,say,sentence,allege,1,LOW
13,man,draw,sword,depict,1,LOW
13,man,provide,money,leave,1,HIGH
13,male,draw,female,depict,7,LOW
13,man,draw,sword,attract,1,LOW
13,user,accept,responsibility,bear,6,HIGH
13,member,accept,share,receive,4,HIGH
13,model,buy,behaviour,bribe,7,LOW
13,model,buy,behaviour,purchase,7,LOW
13,mother,provide,baby,leave,1,LOW
13,mother,provide,baby,supply,7,HIGH
13,parent,draw,line,attract,1,LOW
13,parent,draw,line,depict,1,HIGH
13,patient,accept,treatment,bear,4,HIGH
13,patient,accept,treatment,receive,7,HIGH
13,patient,draw,figure,attract,1,LOW
13,service,meet,need,satisfy,7,HIGH
13,school,provide,education,supply,7,HIGH
13,scholar,write,book,spell,6,LOW
13,table,show,result,express,7,HIGH
13,firm,buy,politician,bribe,7,HIGH
13,figure,show,increase,picture,7,HIGH
13,weapon,buy,chance,bribe,1,LOW
13,family,run,hotel,move,1,LOW
13,family,provide,home,supply,7,HIGH
13,figure,show,increase,express,7,LOW
13,family,run,hotel,operate,7,HIGH
13,employer,provide,training,leave,1,LOW
13,employee,buy,property,purchase,7,HIGH
13,family,provide,home,leave,1,LOW
13,employer,provide,training,supply,7,HIGH
13,service,meet,need,visit,1,LOW
13,shareholder,accept,offer,bear,1,LOW
13,shareholder,accept,offer,receive,6,HIGH
13,shiver,run,spine,move,1,HIGH
13,shiver,run,spine,operate,1,LOW
13,sight,meet,eye,satisfy,4,LOW
13,society,accept,charge,bear,4,LOW
13,society,accept,charge,receive,6,LOW
13,speaker,say,word,allege,1,LOW
13,speaker,say,word,state,7,HIGH
13,table,show,result,picture,7,LOW
13,user,run,application,move,1,LOW
13,spokesman,say,decision,state,7,HIGH
13,spokesman,say,decision,allege,3,HIGH
13,specialist,write,papers,spell,6,LOW
13,specialist,write,papers,publish,6,HIGH
13,student,write,name,spell,7,HIGH
13,student,write,name,publish,1,LOW
13,student,meet,requirement,visit,1,LOW
13,student,meet,requirement,satisfy,7,HIGH
13,study,provide,evidence,supply,7,HIGH
13,study,provide,evidence,leave,6,LOW
13,child,meet,house,satisfy,1,LOW
13,child,draw,picture,depict,5,HIGH
13,beach,meet,standard,satisfy,7,HIGH
13,artist,show,work,picture,3,HIGH
13,artist,show,work,express,4,LOW
13,child,draw,picture,attract,1,LOW
13,boy,meet,girl,visit,7,HIGH
13,boy,meet,girl,satisfy,1,LOW
13,beach,meet,standard,visit,1,LOW
13,sweat,run,face,move,1,HIGH
13,sweat,run,face,operate,1,LOW
13,survey,say,recovery,allege,1,HIGH
13,survey,say,recovery,state,7,HIGH
13,supporter,buy,ticket,bribe,1,LOW
13,supporter,buy,ticket,purchase,7,HIGH
13,study,show,correlation,express,7,HIGH
13,study,show,correlation,picture,6,LOW
13,study,provide,information,leave,5,LOW
13,study,provide,information,supply,7,HIGH
13,company,provide,service,supply,7,HIGH
13,court,try,case,judge,7,HIGH
13,claimant,draw,benefit,depict,1,LOW
13,company,provide,service,leave,1,LOW
13,court,try,offence,test,3,LOW
13,demonstrator,try,building,judge,3,LOW
13,court,try,case,test,3,LOW
13,court,try,offence,judge,7,HIGH
13,demonstrator,try,building,test,5,HIGH
13,employee,buy,property,bribe,1,LOW
13,writer,write,book,spell,1,LOW
14,table,draw,eye,depict,1,LOW
14,table,draw,eye,attract,1,HIGH
14,system,meet,criterion,visit,7,HIGH
14,system,meet,criterion,satisfy,3,HIGH
14,system,meet,requirement,visit,7,LOW
14,system,meet,requirement,satisfy,3,HIGH
14,system,provide,facility,supply,7,HIGH
14,system,provide,facility,leave,1,LOW
14,system,run,application,operate,6,HIGH
14,system,run,application,move,3,LOW
14,woman,draw,hair,depict,6,LOW
14,woman,draw,hair,attract,1,LOW
14,magazine,accept,liability,bear,3,HIGH
14,machine,run,program,operate,7,HIGH
14,machine,run,program,move,1,LOW
14,lawyer,accept,conviction,receive,7,LOW
14,lawyer,accept,conviction,bear,2,LOW
14,justice,try,king,test,5,HIGH
14,justice,try,king,judge,7,LOW
14,judge,try,action,test,7,HIGH
14,male,draw,female,attract,5,HIGH
14,magazine,accept,liability,receive,7,LOW
14,teacher,write,book,spell,1,LOW
14,user,run,application,operate,6,HIGH
14,scholar,write,book,publish,3,HIGH
14,people,try,program,test,7,HIGH
14,people,try,sniffing,judge,5,LOW
14,runway,run,parallel,operate,6,LOW
14,people,say,success,state,7,HIGH
14,people,try,door,judge,2,LOW
14,people,try,door,test,7,HIGH
14,people,try,program,judge,6,LOW
14,people,run,round,operate,7,LOW
14,people,say,prayer,allege,2,LOW
14,people,say,prayer,state,6,LOW
14,people,say,success,allege,1,HIGH
14,government,accept,recommendation,receive,7,HIGH
14,government,provide,cash,leave,1,LOW
14,government,provide,cash,supply,7,HIGH
14,investor,buy,share,bribe,1,LOW
14,firm,buy,politician,purchase,7,LOW
14,government,accept,proposal,bear,2,LOW
14,government,accept,proposal,receive,2,HIGH
14,government,accept,recommendation,bear,2,LOW
14,road,run,parallel,move,3,LOW
14,writer,write,book,publish,2,HIGH
14,investor,buy,share,purchase,7,HIGH
14,judge,try,action,judge,5,HIGH
14,river,meet,sea,visit,7,LOW
14,runway,run,parallel,move,2,LOW
14,school,provide,education,leave,1,LOW
14,road,run,parallel,operate,1,LOW
14,tribunal,try,crime,judge,5,HIGH
14,priest,say,prayer,allege,1,LOW
14,priest,say,mass,state,3,LOW
14,priest,say,mass,allege,1,LOW
14,poll,show,support,picture,6,LOW
14,poll,show,support,express,7,HIGH
14,politician,buy,election,purchase,7,LOW
14,politician,buy,election,bribe,7,HIGH
14,people,write,letter,spell,3,HIGH
14,people,write,letter,publish,3,HIGH
14,people,try,sniffing,test,5,LOW
14,member,accept,share,bear,2,LOW
14,map,show,location,picture,4,HIGH
14,weapon,buy,chance,purchase,6,LOW
14,user,accept,responsibility,receive,6,LOW
14,user,write,word,spell,7,HIGH
14,user,write,word,publish,3,LOW
14,user,write,software,spell,5,LOW
14,user,write,software,publish,3,HIGH
14,man,write,song,publish,3,LOW
14,man,try,experiment,test,7,HIGH
14,management,accept,responsibility,bear,6,HIGH
14,man,write,song,spell,7,LOW
14,map,show,area,express,5,LOW
14,management,accept,responsibility,receive,7,LOW
14,map,show,location,express,5,LOW
14,map,show,area,picture,7,HIGH
14,claimant,draw,benefit,attract,5,HIGH
14,cinema,show,film,picture,3,HIGH
14,teacher,write,book,publish,2,LOW
14,child,show,sign,express,2,LOW
14,child,show,interest,picture,5,LOW
14,child,show,interest,express,3,HIGH
14,child,meet,house,visit,7,HIGH
14,cinema,show,film,express,3,LOW
14,child,write,word,spell,7,HIGH
14,child,write,word,publish,6,LOW
14,child,show,sign,picture,3,HIGH
14,people,buy,product,bribe,1,LOW
14,people,buy,house,purchase,7,HIGH
14,people,buy,house,bribe,1,LOW
14,patient,draw,figure,depict,7,HIGH
14,people,run,company,move,1,LOW
14,people,buy,security,purchase,7,LOW
14,people,buy,security,bribe,5,HIGH
14,people,buy,product,purchase,7,HIGH
14,people,run,round,move,1,HIGH
14,people,run,company,operate,7,HIGH
14,representative,meet,official,visit,7,HIGH
14,river,meet,sea,satisfy,2,LOW
14,tribunal,try,crime,test,6,LOW
14,producer,say,favour,state,7,LOW
14,proposal,draw,criticism,attract,5,HIGH
14,priest,say,prayer,state,7,LOW
14,producer,say,favour,allege,1,HIGH
14,report,draw,attention,depict,5,LOW
14,representative,meet,official,satisfy,7,LOW
14,proposal,draw,criticism,depict,2,LOW
14,report,draw,attention,attract,7,HIGH
14,man,say,success,state,7,HIGH
14,man,try,experiment,judge,1,LOW
14,man,say,sentence,state,7,HIGH
14,man,say,success,allege,1,HIGH
14,man,provide,money,supply,7,HIGH
14,man,say,sentence,allege,1,LOW
14,man,draw,sword,depict,6,LOW
14,man,provide,money,leave,7,HIGH
14,male,draw,female,depict,7,LOW
14,man,draw,sword,attract,1,LOW
14,user,accept,responsibility,bear,5,HIGH
14,member,accept,share,receive,7,HIGH
14,model,buy,behaviour,bribe,1,LOW
14,model,buy,behaviour,purchase,7,LOW
14,mother,provide,baby,leave,1,LOW
14,mother,provide,baby,supply,6,HIGH
14,parent,draw,line,attract,1,LOW
14,parent,draw,line,depict,6,HIGH
14,patient,accept,treatment,bear,5,HIGH
14,patient,accept,treatment,receive,7,HIGH
14,patient,draw,figure,attract,1,LOW
14,service,meet,need,satisfy,7,HIGH
14,school,provide,education,supply,7,HIGH
14,scholar,write,book,spell,1,LOW
14,table,show,result,express,6,HIGH
14,firm,buy,politician,bribe,7,HIGH
14,figure,show,increase,picture,7,HIGH
14,weapon,buy,chance,bribe,2,LOW
14,family,run,hotel,move,1,LOW
14,family,provide,home,supply,6,HIGH
14,figure,show,increase,express,6,LOW
14,family,run,hotel,operate,7,HIGH
14,employer,provide,training,leave,1,LOW
14,employee,buy,property,purchase,7,HIGH
14,family,provide,home,leave,1,LOW
14,employer,provide,training,supply,7,HIGH
14,service,meet,need,visit,3,LOW
14,shareholder,accept,offer,bear,1,LOW
14,shareholder,accept,offer,receive,1,HIGH
14,shiver,run,spine,move,6,HIGH
14,shiver,run,spine,operate,3,LOW
14,sight,meet,eye,satisfy,3,LOW
14,society,accept,charge,bear,6,LOW
14,society,accept,charge,receive,7,LOW
14,speaker,say,word,allege,1,LOW
14,speaker,say,word,state,7,HIGH
14,table,show,result,picture,7,LOW
14,user,run,application,move,2,LOW
14,spokesman,say,decision,state,7,HIGH
14,spokesman,say,decision,allege,1,HIGH
14,specialist,write,papers,spell,2,LOW
14,specialist,write,papers,publish,3,HIGH
14,student,write,name,spell,7,HIGH
14,student,write,name,publish,3,LOW
14,student,meet,requirement,visit,2,LOW
14,student,meet,requirement,satisfy,7,HIGH
14,study,provide,evidence,supply,7,HIGH
14,study,provide,evidence,leave,5,LOW
14,child,meet,house,satisfy,1,LOW
14,child,draw,picture,depict,5,HIGH
14,beach,meet,standard,satisfy,7,HIGH
14,artist,show,work,picture,1,HIGH
14,artist,show,work,express,5,LOW
14,child,draw,picture,attract,2,LOW
14,boy,meet,girl,visit,7,HIGH
14,boy,meet,girl,satisfy,1,LOW
14,beach,meet,standard,visit,1,LOW
14,sweat,run,face,move,2,HIGH
14,sweat,run,face,operate,1,LOW
14,survey,say,recovery,allege,2,HIGH
14,survey,say,recovery,state,6,HIGH
14,supporter,buy,ticket,bribe,6,LOW
14,supporter,buy,ticket,purchase,7,HIGH
14,study,show,correlation,express,6,HIGH
14,study,show,correlation,picture,7,LOW
14,study,provide,information,leave,5,LOW
14,study,provide,information,supply,7,HIGH
14,company,provide,service,supply,7,HIGH
14,court,try,case,judge,6,HIGH
14,claimant,draw,benefit,depict,2,LOW
14,company,provide,service,leave,1,LOW
14,court,try,offence,test,6,LOW
14,demonstrator,try,building,judge,5,LOW
14,court,try,case,test,5,LOW
14,court,try,offence,judge,1,HIGH
14,demonstrator,try,building,test,5,HIGH
14,employee,buy,property,bribe,2,LOW
14,writer,write,book,spell,6,LOW
15,table,draw,eye,depict,2,LOW
15,table,draw,eye,attract,7,HIGH
15,system,meet,criterion,visit,2,HIGH
15,system,meet,criterion,satisfy,7,HIGH
15,system,meet,requirement,visit,3,LOW
15,system,meet,requirement,satisfy,7,HIGH
15,system,provide,facility,supply,7,HIGH
15,system,provide,facility,leave,2,LOW
15,system,run,application,operate,7,HIGH
15,system,run,application,move,4,LOW
15,woman,draw,hair,depict,5,LOW
15,woman,draw,hair,attract,2,LOW
15,magazine,accept,liability,bear,6,HIGH
15,machine,run,program,operate,7,HIGH
15,machine,run,program,move,5,LOW
15,lawyer,accept,conviction,receive,5,LOW
15,lawyer,accept,conviction,bear,4,LOW
15,justice,try,king,test,5,HIGH
15,justice,try,king,judge,6,LOW
15,judge,try,action,test,4,HIGH
15,male,draw,female,attract,4,HIGH
15,magazine,accept,liability,receive,4,LOW
15,teacher,write,book,spell,5,LOW
15,user,run,application,operate,6,HIGH
15,scholar,write,book,publish,5,HIGH
15,people,try,program,test,7,HIGH
15,people,try,sniffing,judge,1,LOW
15,runway,run,parallel,operate,2,LOW
15,people,say,success,state,6,HIGH
15,people,try,door,judge,1,LOW
15,people,try,door,test,6,HIGH
15,people,try,program,judge,3,LOW
15,people,run,round,operate,6,LOW
15,people,say,prayer,allege,4,LOW
15,people,say,prayer,state,7,LOW
15,people,say,success,allege,3,HIGH
15,government,accept,recommendation,receive,5,HIGH
15,government,provide,cash,leave,2,LOW
15,government,provide,cash,supply,7,HIGH
15,investor,buy,share,bribe,2,LOW
15,firm,buy,politician,purchase,7,LOW
15,government,accept,proposal,bear,5,LOW
15,government,accept,proposal,receive,4,HIGH
15,government,accept,recommendation,bear,4,LOW
15,road,run,parallel,move,2,LOW
15,writer,write,book,publish,5,HIGH
15,investor,buy,share,purchase,7,HIGH
15,judge,try,action,judge,6,HIGH
15,river,meet,sea,visit,3,LOW
15,runway,run,parallel,move,1,LOW
15,school,provide,education,leave,1,LOW
15,road,run,parallel,operate,2,LOW
15,tribunal,try,crime,judge,6,HIGH
15,priest,say,prayer,allege,3,LOW
15,priest,say,mass,state,6,LOW
15,priest,say,mass,allege,3,LOW
15,poll,show,support,picture,4,LOW
15,poll,show,support,express,7,HIGH
15,politician,buy,election,purchase,6,LOW
15,politician,buy,election,bribe,6,HIGH
15,people,write,letter,spell,6,HIGH
15,people,write,letter,publish,4,HIGH
15,people,try,sniffing,test,5,LOW
15,member,accept,share,bear,5,LOW
15,map,show,location,picture,7,HIGH
15,weapon,buy,chance,purchase,1,LOW
15,user,accept,responsibility,receive,4,LOW
15,user,write,word,spell,5,HIGH
15,user,write,word,publish,4,LOW
15,user,write,software,spell,2,LOW
15,user,write,software,publish,4,HIGH
15,man,write,song,publish,2,LOW
15,man,try,experiment,test,6,HIGH
15,management,accept,responsibility,bear,6,HIGH
15,man,write,song,spell,3,LOW
15,map,show,area,express,7,LOW
15,management,accept,responsibility,receive,5,LOW
15,map,show,location,express,7,LOW
15,map,show,area,picture,7,HIGH
15,claimant,draw,benefit,attract,4,HIGH
15,cinema,show,film,picture,6,HIGH
15,teacher,write,book,publish,5,LOW
15,child,show,sign,express,6,LOW
15,child,show,interest,picture,2,LOW
15,child,show,interest,express,7,HIGH
15,child,meet,house,visit,4,HIGH
15,cinema,show,film,express,5,LOW
15,child,write,word,spell,5,HIGH
15,child,write,word,publish,7,LOW
15,child,show,sign,picture,7,HIGH
15,people,buy,product,bribe,2,LOW
15,people,buy,house,purchase,7,HIGH
15,people,buy,house,bribe,1,LOW
15,patient,draw,figure,depict,7,HIGH
15,people,run,company,move,4,LOW
15,people,buy,security,purchase,7,LOW
15,people,buy,security,bribe,2,HIGH
15,people,buy,product,purchase,7,HIGH
15,people,run,round,move,1,HIGH
15,people,run,company,operate,7,HIGH
15,representative,meet,official,visit,6,HIGH
15,river,meet,sea,satisfy,1,LOW
15,tribunal,try,crime,test,5,LOW
15,producer,say,favour,state,7,LOW
15,proposal,draw,criticism,attract,7,HIGH
15,priest,say,prayer,state,7,LOW
15,producer,say,favour,allege,5,HIGH
15,report,draw,attention,depict,3,LOW
15,representative,meet,official,satisfy,2,LOW
15,proposal,draw,criticism,depict,3,LOW
15,report,draw,attention,attract,7,HIGH
15,man,say,success,state,7,HIGH
15,man,try,experiment,judge,5,LOW
15,man,say,sentence,state,7,HIGH
15,man,say,success,allege,5,HIGH
15,man,provide,money,supply,7,HIGH
15,man,say,sentence,allege,5,LOW
15,man,draw,sword,depict,5,LOW
15,man,provide,money,leave,6,HIGH
15,male,draw,female,depict,6,LOW
15,man,draw,sword,attract,1,LOW
15,user,accept,responsibility,bear,4,HIGH
15,member,accept,share,receive,4,HIGH
15,model,buy,behaviour,bribe,4,LOW
15,model,buy,behaviour,purchase,7,LOW
15,mother,provide,baby,leave,4,LOW
15,mother,provide,baby,supply,7,HIGH
15,parent,draw,line,attract,1,LOW
15,parent,draw,line,depict,6,HIGH
15,patient,accept,treatment,bear,5,HIGH
15,patient,accept,treatment,receive,5,HIGH
15,patient,draw,figure,attract,1,LOW
15,service,meet,need,satisfy,7,HIGH
15,school,provide,education,supply,7,HIGH
15,scholar,write,book,spell,6,LOW
15,table,show,result,express,7,HIGH
15,firm,buy,politician,bribe,6,HIGH
15,figure,show,increase,picture,7,HIGH
15,weapon,buy,chance,bribe,1,LOW
15,family,run,hotel,move,1,LOW
15,family,provide,home,supply,7,HIGH
15,figure,show,increase,express,7,LOW
15,family,run,hotel,operate,7,HIGH
15,employer,provide,training,leave,1,LOW
15,employee,buy,property,purchase,7,HIGH
15,family,provide,home,leave,1,LOW
15,employer,provide,training,supply,6,HIGH
15,service,meet,need,visit,4,LOW
15,shareholder,accept,offer,bear,1,LOW
15,shareholder,accept,offer,receive,5,HIGH
15,shiver,run,spine,move,5,HIGH
15,shiver,run,spine,operate,3,LOW
15,sight,meet,eye,satisfy,3,LOW
15,society,accept,charge,bear,5,LOW
15,society,accept,charge,receive,6,LOW
15,speaker,say,word,allege,6,LOW
15,speaker,say,word,state,7,HIGH
15,table,show,result,picture,7,LOW
15,user,run,application,move,5,LOW
15,spokesman,say,decision,state,7,HIGH
15,spokesman,say,decision,allege,5,HIGH
15,specialist,write,papers,spell,7,LOW
15,specialist,write,papers,publish,5,HIGH
15,student,write,name,spell,6,HIGH
15,student,write,name,publish,7,LOW
15,student,meet,requirement,visit,3,LOW
15,student,meet,requirement,satisfy,7,HIGH
15,study,provide,evidence,supply,7,HIGH
15,study,provide,evidence,leave,5,LOW
15,child,meet,house,satisfy,1,LOW
15,child,draw,picture,depict,6,HIGH
15,beach,meet,standard,satisfy,7,HIGH
15,artist,show,work,picture,4,HIGH
15,artist,show,work,express,6,LOW
15,child,draw,picture,attract,2,LOW
15,boy,meet,girl,visit,5,HIGH
15,boy,meet,girl,satisfy,1,LOW
15,beach,meet,standard,visit,2,LOW
15,sweat,run,face,move,2,HIGH
15,sweat,run,face,operate,1,LOW
15,survey,say,recovery,allege,4,HIGH
15,survey,say,recovery,state,6,HIGH
15,supporter,buy,ticket,bribe,2,LOW
15,supporter,buy,ticket,purchase,7,HIGH
15,study,show,correlation,express,7,HIGH
15,study,show,correlation,picture,7,LOW
15,study,provide,information,leave,5,LOW
15,study,provide,information,supply,7,HIGH
15,company,provide,service,supply,7,HIGH
15,court,try,case,judge,7,HIGH
15,claimant,draw,benefit,depict,2,LOW
15,company,provide,service,leave,1,LOW
15,court,try,offence,test,4,LOW
15,demonstrator,try,building,judge,1,LOW
15,court,try,case,test,5,LOW
15,court,try,offence,judge,3,HIGH
15,demonstrator,try,building,test,4,HIGH
15,employee,buy,property,bribe,1,LOW
15,writer,write,book,spell,4,LOW
16,table,draw,eye,depict,2,LOW
16,table,draw,eye,attract,7,HIGH
16,system,meet,criterion,visit,2,HIGH
16,system,meet,criterion,satisfy,7,HIGH
16,system,meet,requirement,visit,2,LOW
16,system,meet,requirement,satisfy,7,HIGH
16,system,provide,facility,supply,6,HIGH
16,system,provide,facility,leave,1,LOW
16,system,run,application,operate,4,HIGH
16,system,run,application,move,1,LOW
16,woman,draw,hair,depict,3,LOW
16,woman,draw,hair,attract,1,LOW
16,magazine,accept,liability,bear,5,HIGH
16,machine,run,program,operate,6,HIGH
16,machine,run,program,move,1,LOW
16,lawyer,accept,conviction,receive,5,LOW
16,lawyer,accept,conviction,bear,3,LOW
16,justice,try,king,test,4,HIGH
16,justice,try,king,judge,6,LOW
16,judge,try,action,test,6,HIGH
16,male,draw,female,attract,2,HIGH
16,magazine,accept,liability,receive,2,LOW
16,teacher,write,book,spell,4,LOW
16,user,run,application,operate,7,HIGH
16,scholar,write,book,publish,5,HIGH
16,people,try,program,test,7,HIGH
16,people,try,sniffing,judge,1,LOW
16,runway,run,parallel,operate,2,LOW
16,people,say,success,state,7,HIGH
16,people,try,door,judge,1,LOW
16,people,try,door,test,6,HIGH
16,people,try,program,judge,2,LOW
16,people,run,round,operate,5,LOW
16,people,say,prayer,allege,1,LOW
16,people,say,prayer,state,6,LOW
16,people,say,success,allege,4,HIGH
16,government,accept,recommendation,receive,4,HIGH
16,government,provide,cash,leave,5,LOW
16,government,provide,cash,supply,7,HIGH
16,investor,buy,share,bribe,1,LOW
16,firm,buy,politician,purchase,4,LOW
16,government,accept,proposal,bear,3,LOW
16,government,accept,proposal,receive,4,HIGH
16,government,accept,recommendation,bear,4,LOW
16,road,run,parallel,move,1,LOW
16,writer,write,book,publish,5,HIGH
16,investor,buy,share,purchase,7,HIGH
16,judge,try,action,judge,4,HIGH
16,river,meet,sea,visit,1,LOW
16,runway,run,parallel,move,1,LOW
16,school,provide,education,leave,1,LOW
16,road,run,parallel,operate,3,LOW
16,tribunal,try,crime,judge,6,HIGH
16,priest,say,prayer,allege,1,LOW
16,priest,say,mass,state,6,LOW
16,priest,say,mass,allege,1,LOW
16,poll,show,support,picture,5,LOW
16,poll,show,support,express,7,HIGH
16,politician,buy,election,purchase,2,LOW
16,politician,buy,election,bribe,6,HIGH
16,people,write,letter,spell,4,HIGH
16,people,write,letter,publish,5,HIGH
16,people,try,sniffing,test,6,LOW
16,member,accept,share,bear,2,LOW
16,map,show,location,picture,7,HIGH
16,weapon,buy,chance,purchase,2,LOW
16,user,accept,responsibility,receive,3,LOW
16,user,write,word,spell,3,HIGH
16,user,write,word,publish,5,LOW
16,user,write,software,spell,3,LOW
16,user,write,software,publish,5,HIGH
16,man,write,song,publish,5,LOW
16,man,try,experiment,test,7,HIGH
16,management,accept,responsibility,bear,5,HIGH
16,man,write,song,spell,3,LOW
16,map,show,area,express,4,LOW
16,management,accept,responsibility,receive,2,LOW
16,map,show,location,express,4,LOW
16,map,show,area,picture,7,HIGH
16,claimant,draw,benefit,attract,2,HIGH
16,cinema,show,film,picture,5,HIGH
16,teacher,write,book,publish,4,LOW
16,child,show,sign,express,6,LOW
16,child,show,interest,picture,1,LOW
16,child,show,interest,express,7,HIGH
16,child,meet,house,visit,4,HIGH
16,cinema,show,film,express,5,LOW
16,child,write,word,spell,6,HIGH
16,child,write,word,publish,5,LOW
16,child,show,sign,picture,5,HIGH
16,people,buy,product,bribe,1,LOW
16,people,buy,house,purchase,7,HIGH
16,people,buy,house,bribe,1,LOW
16,patient,draw,figure,depict,6,HIGH
16,people,run,company,move,1,LOW
16,people,buy,security,purchase,7,LOW
16,people,buy,security,bribe,1,HIGH
16,people,buy,product,purchase,7,HIGH
16,people,run,round,move,5,HIGH
16,people,run,company,operate,7,HIGH
16,representative,meet,official,visit,6,HIGH
16,river,meet,sea,satisfy,1,LOW
16,tribunal,try,crime,test,3,LOW
16,producer,say,favour,state,6,LOW
16,proposal,draw,criticism,attract,7,HIGH
16,priest,say,prayer,state,6,LOW
16,producer,say,favour,allege,1,HIGH
16,report,draw,attention,depict,5,LOW
16,representative,meet,official,satisfy,1,LOW
16,proposal,draw,criticism,depict,1,LOW
16,report,draw,attention,attract,1,HIGH
